2024_2_3__16_18_36__394450.jpg,0.0,0.3
2024_2_3__16_18_36__404114.jpg,0.0,0.3
2024_2_3__16_18_36__438075.jpg,0.0,0.3
2024_2_3__16_18_36__471693.jpg,0.0,0.3
2024_2_3__16_18_36__506200.jpg,0.0,0.3
2024_2_3__16_18_36__540248.jpg,0.0,0.3
2024_2_3__16_18_36__576505.jpg,0.0,0.3
2024_2_3__16_18_36__609718.jpg,0.0,0.3
2024_2_3__16_18_36__643589.jpg,0.0,0.3
2024_2_3__16_18_36__674596.jpg,0.0,0.3
2024_2_3__16_18_36__707589.jpg,0.0,0.3
2024_2_3__16_18_36__742124.jpg,0.0,0.3
2024_2_3__16_18_36__774346.jpg,0.0,0.3
2024_2_3__16_18_36__806541.jpg,0.0,0.3
2024_2_3__16_18_36__839943.jpg,0.0,0.3
2024_2_3__16_18_36__873601.jpg,0.0,0.3
2024_2_3__16_18_36__911848.jpg,0.0,0.3
2024_2_3__16_18_36__943602.jpg,0.0,0.3
2024_2_3__16_18_36__977184.jpg,0.0,0.3
2024_2_3__16_18_37__34479.jpg,0.0,0.3
2024_2_3__16_18_37__74830.jpg,0.0,0.3
2024_2_3__16_18_37__97709.jpg,0.0,0.3
2024_2_3__16_18_37__133203.jpg,0.0,0.3
2024_2_3__16_18_37__162369.jpg,0.0,0.3
2024_2_3__16_18_37__194217.jpg,0.0,0.3
2024_2_3__16_18_37__228574.jpg,0.0,0.3
2024_2_3__16_18_37__261060.jpg,0.0,0.3
2024_2_3__16_18_37__293932.jpg,0.0,0.3
2024_2_3__16_18_37__327916.jpg,0.0,0.3
2024_2_3__16_18_37__363097.jpg,0.0,0.3
2024_2_3__16_18_37__395782.jpg,0.0,0.4
2024_2_3__16_18_37__428181.jpg,0.0,0.4
2024_2_3__16_18_37__462364.jpg,0.0,0.4
2024_2_3__16_18_37__498572.jpg,0.0,0.4
2024_2_3__16_18_37__532328.jpg,0.0,0.4
2024_2_3__16_18_37__566483.jpg,0.0,0.4
2024_2_3__16_18_37__600234.jpg,0.0,0.4
2024_2_3__16_18_37__632621.jpg,0.0,0.4
2024_2_3__16_18_37__666083.jpg,0.0,0.4
2024_2_3__16_18_37__697801.jpg,0.0,0.4
2024_2_3__16_18_37__731852.jpg,0.0,0.4
2024_2_3__16_18_37__771827.jpg,0.0,0.4
2024_2_3__16_18_37__799675.jpg,0.0,0.4
2024_2_3__16_18_37__828513.jpg,0.0,0.4
2024_2_3__16_18_37__864983.jpg,0.0,0.4
2024_2_3__16_18_37__897242.jpg,0.0,0.4
2024_2_3__16_18_37__929001.jpg,0.0,0.4
2024_2_3__16_18_37__962850.jpg,0.0,0.4
2024_2_3__16_18_37__996440.jpg,0.0,0.4
2024_2_3__16_18_38__27717.jpg,0.0,0.4
2024_2_3__16_18_38__63290.jpg,0.0,0.4
2024_2_3__16_18_38__124453.jpg,0.0,0.4
2024_2_3__16_18_38__153858.jpg,0.0,0.4
2024_2_3__16_18_38__183295.jpg,0.0,0.4
2024_2_3__16_18_38__216054.jpg,0.0,0.4
2024_2_3__16_18_38__247645.jpg,0.0,0.4
2024_2_3__16_18_38__280921.jpg,0.0,0.4
2024_2_3__16_18_38__313403.jpg,0.0,0.4
2024_2_3__16_18_38__345690.jpg,0.0,0.4
2024_2_3__16_18_38__380448.jpg,0.0,0.4
2024_2_3__16_18_38__411962.jpg,0.0,0.4
2024_2_3__16_18_38__444386.jpg,0.0,0.4
2024_2_3__16_18_38__478812.jpg,0.0,0.4
2024_2_3__16_18_38__512653.jpg,0.0,0.4
2024_2_3__16_18_38__547447.jpg,0.0,0.4
2024_2_3__16_18_38__585272.jpg,0.0,0.4
2024_2_3__16_18_38__614481.jpg,0.0,0.4
2024_2_3__16_18_38__646946.jpg,0.0,0.4
2024_2_3__16_18_38__683829.jpg,0.0,0.4
2024_2_3__16_18_38__712922.jpg,0.0,0.4
2024_2_3__16_18_38__746827.jpg,0.0,0.4
2024_2_3__16_18_38__780956.jpg,0.0,0.4
2024_2_3__16_18_38__814954.jpg,0.0,0.4
2024_2_3__16_18_38__846808.jpg,0.0,0.4
2024_2_3__16_18_38__881024.jpg,0.0,0.4
2024_2_3__16_18_38__912805.jpg,0.0,0.4
2024_2_3__16_18_38__945788.jpg,0.0,0.4
2024_2_3__16_18_38__980331.jpg,0.0,0.4
2024_2_3__16_18_39__15107.jpg,0.0,0.4
2024_2_3__16_18_39__48492.jpg,0.0,0.4
2024_2_3__16_18_39__82766.jpg,0.0,0.4
2024_2_3__16_18_39__118155.jpg,0.0,0.4
2024_2_3__16_18_39__154046.jpg,0.0,0.4
2024_2_3__16_18_39__199312.jpg,0.0,0.4
2024_2_3__16_18_39__222152.jpg,0.0,0.4
2024_2_3__16_18_39__253218.jpg,0.0,0.4
2024_2_3__16_18_39__289218.jpg,0.0,0.4
2024_2_3__16_18_39__314687.jpg,0.0,0.4
2024_2_3__16_18_39__351506.jpg,0.0,0.4
2024_2_3__16_18_39__386713.jpg,0.0,0.4
2024_2_3__16_18_39__418627.jpg,0.0,0.4
2024_2_3__16_18_39__448669.jpg,0.0,0.4
2024_2_3__16_18_39__484828.jpg,0.0,0.4
2024_2_3__16_18_39__517632.jpg,0.0,0.4
2024_2_3__16_18_39__548859.jpg,0.0,0.4
2024_2_3__16_18_39__584553.jpg,0.0,0.4
2024_2_3__16_18_39__621199.jpg,0.0,0.4
2024_2_3__16_18_39__653353.jpg,0.0,0.4
2024_2_3__16_18_39__688554.jpg,0.0,0.4
2024_2_3__16_18_39__718419.jpg,0.0,0.4
2024_2_3__16_18_39__749891.jpg,0.0,0.4
2024_2_3__16_18_39__784718.jpg,0.0,0.4
2024_2_3__16_18_39__818189.jpg,0.0,0.4
2024_2_3__16_18_39__850460.jpg,0.0,0.4
2024_2_3__16_18_39__884171.jpg,0.0,0.4
2024_2_3__16_18_39__917554.jpg,0.0,0.4
2024_2_3__16_18_39__952151.jpg,0.0,0.4
2024_2_3__16_18_39__985006.jpg,0.0,0.4
2024_2_3__16_18_40__16801.jpg,0.0,0.4
2024_2_3__16_18_40__50562.jpg,0.0,0.4
2024_2_3__16_18_40__84434.jpg,0.0,0.4
2024_2_3__16_18_40__118846.jpg,0.0,0.4
2024_2_3__16_18_40__152833.jpg,0.0,0.4
2024_2_3__16_18_40__184522.jpg,0.0,0.4
2024_2_3__16_18_40__218284.jpg,0.0,0.5
2024_2_3__16_18_40__284602.jpg,0.0,0.5
2024_2_3__16_18_40__301562.jpg,0.0,0.5
2024_2_3__16_18_40__328351.jpg,0.0,0.5
2024_2_3__16_18_40__359936.jpg,0.0,0.5
2024_2_3__16_18_40__390568.jpg,0.0,0.6
2024_2_3__16_18_40__423679.jpg,0.0,0.6
2024_2_3__16_18_40__455764.jpg,0.0,0.6
2024_2_3__16_18_40__490052.jpg,0.0,0.6
2024_2_3__16_18_40__521934.jpg,0.0,0.6
2024_2_3__16_18_40__553713.jpg,0.0,0.7
2024_2_3__16_18_40__589166.jpg,0.0,0.7
2024_2_3__16_18_40__621612.jpg,0.0,0.7
2024_2_3__16_18_40__653817.jpg,0.0,0.7
2024_2_3__16_18_40__685496.jpg,0.0,0.7
